report_number,categories,primary_category,confidence,ai_specific
3008973940-2026-01613,F,F,medium,False
3008973940-2026-01614,"B,G",B,high,True
3008973940-2026-01615,F,F,high,False
3008973940-2026-01616,B,B,high,False
3008973940-2026-01620,B,B,high,False
3008973940-2026-01622,"A,B",B,high,True
2182208-2026-07916,"B,G",B,high,True
3008973940-2026-01646,B,B,high,False
3008973940-2026-01647,B,B,high,False
3008973940-2026-01648,F,F,medium,False
3008973940-2026-01656,B,B,high,False
3008973940-2026-01657,F,F,medium,False
3008973940-2026-01658,F,F,medium,False
3008973940-2026-01659,B,B,high,False
3008973940-2026-01660,F,F,high,False
3008973940-2026-01663,B,B,high,False
3008973940-2026-01664,F,F,high,False
3008973940-2026-01666,B,B,high,False
3008973940-2026-01668,B,B,high,False
3008973940-2026-01669,B,B,high,False
3008973940-2026-01672,U,U,high,False
3008973940-2026-01673,U,U,high,False
3008973940-2026-01676,"B,C",B,high,True
3008973940-2026-01680,F,F,high,False
3008973940-2026-01689,B,B,high,True
3008973940-2026-01692,E,E,medium,False
3008973940-2026-01693,B,B,high,False
3008973940-2026-01694,"B,G",B,high,True
3008973940-2026-01695,B,B,high,False
3008973940-2026-01697,"B,E",B,high,False
3008973940-2026-01699,U,U,high,False
3008973940-2026-01702,F,F,high,False
3008973940-2026-01710,"B,G",B,medium,True
3008973940-2026-01712,B,B,high,True
3008973940-2026-01691,B,B,high,False
3008973940-2026-01703,E,E,high,False
3008973940-2026-01739,F,F,high,False
3008973940-2026-01741,B,B,high,True
3008973940-2026-01742,B,B,medium,True
3008973940-2026-01744,F,F,medium,False
3008973940-2026-01745,U,U,high,False
3008973940-2026-01746,F,F,high,False
3008973940-2026-01747,F,F,high,False
3008973940-2026-01753,F,F,high,False
3008973940-2026-01755,B,B,high,False
3008973940-2026-01760,U,U,high,False
3008973940-2026-01763,B,B,high,False
3008973940-2026-01764,B,B,high,False
3008973940-2026-01761,B,B,high,True
3008973940-2026-01769,B,B,high,False
3008973940-2026-01770,B,B,medium,False
3008973940-2026-01766,"B,C",B,high,True
3008973940-2026-01774,F,F,medium,False
3008973940-2026-01786,B,B,high,False
3008973940-2026-01793,F,F,medium,False
3008973940-2026-01799,F,F,high,False
3008973940-2026-01800,B,B,high,False
3008973940-2026-01756,B,B,high,False
3008973940-2026-01785,B,B,high,False
3008973940-2026-01787,B,B,high,False
3008973940-2026-01792,G,G,medium,False
3008973940-2026-01797,U,U,high,False
2182208-2026-10027,"B,C",B,high,True
3008973940-2026-01855,B,B,high,False
3008973940-2026-01868,B,B,high,False
3008973940-2026-01870,B,B,high,False
3008973940-2026-01871,"B,G",B,high,True
3008973940-2026-01879,B,B,high,False
3008973940-2026-01881,"F,G",F,high,False
3008973940-2026-01854,U,U,high,False
3008973940-2026-01873,B,B,high,False
3008973940-2026-01869,B,B,high,False
3008973940-2026-01853,B,B,high,False
3008973940-2026-01876,B,B,high,False
3008973940-2026-01877,B,B,high,False
3008973940-2026-01878,B,B,high,False
3008973940-2026-01884,F,F,medium,False
3008973940-2026-01885,"B,C",B,high,True
3008973940-2026-01886,B,B,high,False
3008973940-2026-01889,E,E,medium,False
3008973940-2026-01908,B,B,high,False
3008973940-2026-01909,B,B,high,False
3008973940-2026-01910,B,B,high,False
3008973940-2026-01916,F,F,high,False
3008973940-2026-01918,U,U,high,False
3008973940-2026-01919,B,B,high,False
3008973940-2026-01921,"A,B",B,high,True
3008973940-2026-01920,"A,B",B,high,True
3008973940-2026-01924,"B,G",B,high,True
3008973940-2026-01932,B,B,high,False
3008973940-2026-01933,U,U,high,False
3008973940-2026-01934,B,B,high,False
3008973940-2026-01935,B,B,high,False
3008973940-2026-01937,B,B,high,False
3008973940-2026-01941,U,U,high,False
3008973940-2026-01947,G,G,medium,False
3008973940-2026-01949,"A,B",B,high,True
3008973940-2026-01950,B,B,high,False
3008973940-2026-01953,B,B,high,False
3008973940-2026-01969,F,F,medium,False
3008973940-2026-01975,F,F,high,False
3008973940-2026-01976,"B,G",B,high,True
3008973940-2026-01979,U,U,high,False
3008973940-2026-01981,U,U,high,False
3008973940-2026-01986,B,B,high,False
3008973940-2026-01990,"B,C",B,high,True
3008973940-2026-01996,E,E,medium,False
3008973940-2026-01998,F,F,high,False
3008973940-2026-02005,U,U,high,False
3008973940-2026-02013,B,B,high,False
3008973940-2026-02015,B,B,high,False
3008973940-2026-02023,B,B,high,True
3008973940-2026-01992,"B,G",B,high,False
3008973940-2026-02041,F,F,medium,False
24686230,E,E,high,False
24686313,E,E,high,False
24686314,E,E,high,False
24686356,"B,E",B,high,False
24687085,E,E,high,False
3008973940-2026-02054,B,B,high,False
3008973940-2026-02058,B,B,high,False
3008973940-2026-02059,"F,G",F,high,False
3008973940-2026-02060,B,B,high,False
3008973940-2026-02074,A,A,medium,False
3008973940-2026-02076,B,B,high,False
3008973940-2026-02078,U,U,high,False
3008973940-2026-02079,U,U,high,False
3008973940-2026-02086,U,U,high,False
3008973940-2026-02087,U,U,high,False
3008973940-2026-02096,B,B,high,False
3008973940-2026-02098,F,F,high,False
3008973940-2026-02102,"E,F",E,high,False
3008973940-2026-02115,U,U,high,False
3008973940-2026-02118,F,F,high,False
3008973940-2026-02120,"B,G",B,high,True
3008973940-2026-02125,F,F,high,False
3008973940-2026-02123,F,F,high,False
3008973940-2026-02126,U,U,high,False
3008973940-2026-02137,B,B,high,False
3008973940-2026-02144,B,B,high,False
3008973940-2026-02160,B,B,high,False
3008973940-2026-02161,B,B,high,False
3008973940-2026-02162,B,B,high,False
3008973940-2026-02164,B,B,high,False
3008973940-2026-02169,F,F,medium,False
3008973940-2026-02156,B,B,high,False
3008973940-2026-02163,F,F,high,False
3008973940-2026-02194,E,E,medium,False
3008973940-2026-02193,B,B,high,False
3008973940-2026-02191,B,B,high,False
3008973940-2026-02208,"B,G",B,high,True
3008973940-2026-02209,B,B,high,False
3008973940-2026-02213,F,F,high,False
3008973940-2026-02214,B,B,high,True
3008973940-2026-02216,B,B,high,False
3008973940-2026-02217,B,B,high,False
3008973940-2026-02219,F,F,medium,False
3008973940-2026-02220,B,B,high,False
3008973940-2026-02222,B,B,high,True
3008973940-2026-02223,B,B,high,False
3008973940-2026-02225,"A,B,G",B,high,True
3008973940-2026-02232,F,F,high,False
3008973940-2026-02235,B,B,high,False
3008973940-2026-02237,U,U,high,False
3008973940-2026-02240,B,B,medium,False
3008973940-2026-02247,B,B,medium,False
3008973940-2026-02250,F,F,high,False
3008973940-2026-02283,"D,G",D,medium,False
3008973940-2026-02290,"A,B",B,high,True
3008973940-2026-02292,"A,B",A,high,True
3008973940-2026-02293,A,A,medium,False
3008973940-2026-02294,"A,B",B,high,True
3008973940-2026-02295,"A,B",B,high,True
3008973940-2026-02296,A,A,medium,False
3008973940-2026-02297,"A,B",B,high,True
3008973940-2026-02299,"A,B",B,high,True
3008973940-2026-02307,U,U,high,False
3008973940-2026-02309,"F,G",F,high,False
3008973940-2026-02312,B,B,high,False
3008973940-2026-02341,U,U,high,False
3008973940-2026-02345,"B,G",B,high,True
3008973940-2026-02298,A,A,high,False
3008973940-2026-02346,U,U,high,False
3008973940-2026-02366,U,U,high,False
3008973940-2026-02367,B,B,high,False
3008973940-2026-02374,B,B,high,False
3008973940-2026-02375,U,U,high,False
3008973940-2026-02376,U,U,high,False
3008973940-2026-02390,B,B,high,False
3008973940-2026-02396,"B,G",B,high,True
3008973940-2026-02400,"B,G",B,high,True
3008973940-2026-02401,"B,G",B,high,True
3008973940-2026-02421,B,B,high,False
3008973940-2026-02433,U,U,high,False
3008973940-2026-02434,F,F,medium,False
3008973940-2026-02438,"B,G",B,high,True
3008973940-2026-02444,U,U,high,False
3008973940-2026-02446,B,B,high,False
3008973940-2026-02449,U,U,high,False
3008973940-2026-02450,U,U,high,False
3008973940-2026-02451,F,F,medium,False
3008973940-2026-02452,U,U,high,False
3008973940-2026-02463,B,B,high,False
3008973940-2026-02464,B,B,high,False
3008973940-2026-02466,B,B,high,False
3008973940-2026-02467,F,F,medium,False
3008973940-2026-02474,B,B,high,False
3008973940-2026-02492,B,B,high,True
3008973940-2026-02495,D,D,medium,False
3008973940-2026-02516,G,G,high,False
3008973940-2026-02517,G,G,high,False
3008973940-2026-02539,G,G,medium,False
3008973940-2026-02531,B,B,high,True
3008973940-2026-02534,B,B,high,False
3008973940-2026-02537,B,B,high,False
3008973940-2026-02533,B,B,high,False
3008973940-2026-02540,B,B,high,False
3008973940-2026-02541,"F,G",F,medium,False
3008973940-2026-02545,"B,G",B,high,True
3008973940-2026-02560,B,B,high,False
3008973940-2026-02568,"A,B",B,high,True
3008973940-2026-02565,"A,B",A,high,True
3008973940-2026-02573,"A,B",B,high,True
3008973940-2026-02570,A,A,medium,False
3008973940-2026-02575,A,A,medium,False
3008973940-2026-02571,A,A,high,False
2182208-2026-19056,"B,D",B,medium,True
3008973940-2026-02576,A,A,high,False
3008973940-2026-02574,A,A,medium,False
3008973940-2026-02579,A,A,medium,False
3008973940-2026-02580,A,A,medium,False
3008973940-2026-02581,"A,B",B,high,True
3008973940-2026-02577,"A,B",B,high,True
3008973940-2026-02583,"A,B",B,high,True
3008973940-2026-02582,"A,B",B,high,True
3008973940-2026-02586,"A,B",A,high,True
3008973940-2026-02587,"A,B",A,high,True
3008973940-2026-02595,"F,G",F,high,False
3008973940-2026-02605,F,F,high,False
3008973940-2026-02606,B,B,high,False
3008973940-2026-02607,B,B,high,False
3008973940-2026-02608,B,B,high,False
3008973940-2026-02623,F,F,medium,False
3008973940-2026-02637,F,F,medium,False
3008973940-2026-02639,B,B,high,False
3008973940-2026-02641,F,F,high,False
3008973940-2026-02642,B,B,high,False
3008973940-2026-02643,B,B,high,False
3008973940-2026-02644,B,B,high,False
3008973940-2026-02650,U,U,high,False
3008973940-2026-02651,B,B,high,False
3008973940-2026-02652,B,B,high,False
3008973940-2026-02661,B,B,high,True
2182208-2026-20141,"B,G",B,high,True
3008973940-2026-02665,F,F,medium,False
2182208-2026-20201,U,U,high,False
3008973940-2026-02681,G,G,medium,False
3008973940-2026-02683,"F,G",F,high,False
3008973940-2026-02707,B,B,high,False
3008973940-2026-02709,F,F,high,False
3008973940-2026-02711,"B,E",B,high,False
3008973940-2026-02712,B,B,high,False
3008973940-2026-02715,B,B,high,False
3008973940-2026-02714,B,B,high,False
3008973940-2026-02731,F,F,high,False
3008973940-2026-02740,B,B,medium,False
3008973940-2026-02741,B,B,high,False
3008973940-2026-02742,"B,E",B,high,False
3008973940-2026-02744,U,U,high,False
3008973940-2026-02745,U,U,high,False
3008973940-2026-02756,B,B,high,False
3008973940-2026-02758,B,B,high,False
3008973940-2026-02761,"B,G",B,high,True
3008973940-2026-02762,F,F,medium,False
3008973940-2026-02764,"B,G",B,high,True
3008973940-2026-02765,U,U,high,False
3008973940-2026-02786,U,U,high,False
3008973940-2026-02795,F,F,high,False
3008973940-2026-02796,B,B,high,False
3008973940-2026-02797,B,B,high,False
3008973940-2026-02798,B,B,high,False
3008973940-2026-02799,B,B,high,False
3008973940-2026-02800,B,B,high,False
3008973940-2026-02802,U,U,high,False
3008973940-2026-02803,B,B,high,False
3008973940-2026-02810,B,B,medium,False
3008973940-2026-02826,F,F,high,False
3008973940-2026-02828,E,E,high,False
3008973940-2026-02830,F,F,high,False
3008973940-2026-02836,U,U,high,False
3008973940-2026-02837,F,F,high,False
3008973940-2026-02840,F,F,medium,False
3008973940-2026-02841,F,F,high,False
3008973940-2026-02843,F,F,high,False
3008973940-2026-02846,F,F,medium,False
3008973940-2026-02847,F,F,medium,False
3008973940-2026-02848,F,F,medium,False
3008973940-2026-02849,F,F,medium,False
3008973940-2026-02850,F,F,high,False
3008973940-2026-02851,F,F,medium,False
3008973940-2026-02853,F,F,high,False
3008973940-2026-02854,F,F,high,False
3008973940-2026-02856,F,F,medium,False
3008973940-2026-02857,F,F,high,False
3008973940-2026-02858,F,F,medium,False
3008973940-2026-02859,F,F,medium,False
3008973940-2026-02861,F,F,high,False
3008973940-2026-02862,F,F,high,False
3008973940-2026-02863,F,F,high,False
3008973940-2026-02864,F,F,medium,False
3008973940-2026-02866,F,F,high,False
3008973940-2026-02867,F,F,medium,False
3008973940-2026-02868,F,F,medium,False
3008973940-2026-02869,F,F,high,False
3008973940-2026-02870,F,F,high,False
3008973940-2026-02872,F,F,medium,False
3008973940-2026-02874,F,F,medium,False
3008973940-2026-02875,F,F,medium,False
3008973940-2026-02876,F,F,high,False
3008973940-2026-02877,F,F,medium,False
3008973940-2026-02879,F,F,high,False
3008973940-2026-02880,F,F,high,False
3008973940-2026-02881,F,F,high,False
3008973940-2026-02882,B,B,high,False
3008973940-2026-02883,F,F,medium,False
3008973940-2026-02885,B,B,medium,False
3008973940-2026-02886,F,F,high,False
3008973940-2026-02887,F,F,medium,False
3008973940-2026-02890,F,F,high,False
3008973940-2026-02896,F,F,medium,False
3008973940-2026-02897,U,U,high,False
3008973940-2026-02898,U,U,high,False
3008973940-2026-02899,F,F,medium,False
3008973940-2026-02902,E,E,high,False
3008973940-2026-02903,F,F,high,False
3008973940-2026-02904,F,F,high,False
3008973940-2026-02905,F,F,medium,False
3008973940-2026-02906,F,F,high,False
3008973940-2026-02907,B,B,high,False
3008973940-2026-02908,F,F,medium,False
3008973940-2026-02910,F,F,medium,False
3008973940-2026-02912,F,F,high,False
3008973940-2026-02913,F,F,medium,False
3008973940-2026-02914,F,F,medium,False
3008973940-2026-02915,U,U,high,False
3008973940-2026-02916,F,F,high,False
3008973940-2026-02917,F,F,high,False
3008973940-2026-02918,F,F,high,False
3008973940-2026-02919,U,U,high,False
3008973940-2026-02921,F,F,high,False
3008973940-2026-02922,F,F,medium,False
3008973940-2026-02923,F,F,medium,False
3008973940-2026-02924,F,F,high,False
3008973940-2026-02925,F,F,high,False
3008973940-2026-02926,F,F,medium,False
3008973940-2026-02927,F,F,high,False
3008973940-2026-02928,F,F,high,False
3008973940-2026-02929,F,F,medium,False
3008973940-2026-02930,F,F,high,False
3008973940-2026-02931,F,F,medium,False
3008973940-2026-02932,F,F,medium,False
3008973940-2026-02933,F,F,high,False
3008973940-2026-02935,F,F,high,False
3008973940-2026-02936,F,F,medium,False
3008973940-2026-02937,F,F,high,False
3008973940-2026-02938,F,F,medium,False
3008973940-2026-02939,F,F,medium,False
3008973940-2026-02940,F,F,medium,False
3008973940-2026-02942,F,F,high,False
3008973940-2026-02943,F,F,medium,False
3008973940-2026-02944,F,F,medium,False
3008973940-2026-02945,F,F,high,False
3008973940-2026-02946,F,F,medium,False
3008973940-2026-02947,"E,F",E,high,False
3008973940-2026-02948,F,F,high,False
3008973940-2026-02949,F,F,medium,False
3008973940-2026-02950,F,F,medium,False
3008973940-2026-02951,F,F,medium,False
3008973940-2026-02952,F,F,high,False
3008973940-2026-02961,F,F,high,False
3008973940-2026-02965,B,B,high,False
3008973940-2026-02976,"A,B",B,high,True
3008973940-2026-02989,"A,B",A,high,True
3008973940-2026-02997,F,F,high,False
3008973940-2026-02998,F,F,medium,False
3008973940-2026-03003,"F,G",F,medium,False
3008973940-2026-03005,B,B,high,False
3008973940-2026-03008,U,U,high,False
3008973940-2026-03013,G,G,high,False
3008973940-2026-03015,"B,G",B,high,True
3008973940-2026-03017,U,U,high,False
3008973940-2026-03026,U,U,high,False
3008973940-2026-03027,F,F,medium,False
3008973940-2026-03028,U,U,high,False
3008973940-2026-03029,F,F,medium,False
3008973940-2026-03030,U,U,high,False
3008973940-2026-03031,F,F,medium,False
3008973940-2026-03032,F,F,medium,False
3008973940-2026-03033,U,U,high,False
3008973940-2026-03034,U,U,high,False
3008973940-2026-03035,F,F,high,False
3008973940-2026-03037,U,U,high,False
3008973940-2026-03038,U,U,high,False
3008973940-2026-03039,U,U,high,False
3008973940-2026-03040,U,U,high,False
3008973940-2026-03041,F,F,medium,False
3008973940-2026-03044,F,F,high,False
3008973940-2026-03043,F,F,high,False
3008973940-2026-03046,U,U,high,False
3008973940-2026-03045,F,F,medium,False
3008973940-2026-03047,F,F,medium,False
3008973940-2026-03049,F,F,high,False
3008973940-2026-03048,U,U,high,False
3008973940-2026-03052,F,F,medium,False
3008973940-2026-03050,F,F,high,False
3008973940-2026-03051,F,F,medium,False
3008973940-2026-03053,U,U,high,False
3008973940-2026-03054,U,U,high,False
3008973940-2026-03055,F,F,high,False
3008973940-2026-03057,F,F,medium,False
3008973940-2026-03058,U,U,high,False
3008973940-2026-03056,F,F,high,False
3008973940-2026-03060,F,F,medium,False
3008973940-2026-03063,F,F,medium,False
3008973940-2026-03062,F,F,medium,False
3008973940-2026-03061,F,F,medium,False
3008973940-2026-03064,U,U,high,False
3008973940-2026-03065,U,U,high,False
3008973940-2026-03066,F,F,medium,False
3008973940-2026-03067,F,F,medium,False
3008973940-2026-03069,U,U,high,False
3008973940-2026-03068,U,U,high,False
3008973940-2026-03070,U,U,high,False
3008973940-2026-03071,U,U,high,False
3008973940-2026-03072,F,F,medium,False
3008973940-2026-03073,U,U,high,False
3008973940-2026-03075,U,U,high,False
3008973940-2026-03077,F,F,medium,False
3008973940-2026-03080,F,F,high,False
3008973940-2026-03083,F,F,medium,False
3008973940-2026-03078,F,F,medium,False
3008973940-2026-03084,F,F,medium,False
3008973940-2026-03081,F,F,medium,False
3008973940-2026-03085,F,F,medium,False
3008973940-2026-03087,F,F,medium,False
3008973940-2026-03079,F,F,medium,False
3008973940-2026-03088,F,F,medium,False
3008973940-2026-03086,F,F,high,False
3008973940-2026-03089,F,F,medium,False
3008973940-2026-03092,U,U,high,False
3008973940-2026-03091,F,F,high,False
3008973940-2026-03093,F,F,medium,False
3008973940-2026-03094,F,F,high,False
3008973940-2026-03095,F,F,medium,False
3008973940-2026-03090,F,F,medium,False
3008973940-2026-03096,U,U,high,False
3008973940-2026-03097,U,U,high,False
3008973940-2026-03098,U,U,high,False
3008973940-2026-03099,U,U,high,False
3008973940-2026-03100,U,U,high,False
3008973940-2026-03101,F,F,medium,False
3008973940-2026-03102,U,U,high,False
3008973940-2026-03103,U,U,high,False
3008973940-2026-03104,U,U,high,False
3008973940-2026-03105,U,U,high,False
3008973940-2026-03106,F,F,medium,False
3008973940-2026-03107,F,F,high,False
3008973940-2026-03108,F,F,medium,False
3008973940-2026-03109,F,F,medium,False
3008973940-2026-03110,F,F,medium,False
3008973940-2026-03111,F,F,medium,False
3008973940-2026-03112,F,F,medium,False
3008973940-2026-03113,F,F,high,False
3008973940-2026-03114,F,F,high,False
3008973940-2026-03115,F,F,high,False
3008973940-2026-03116,F,F,medium,False
3008973940-2026-03117,F,F,medium,False
3008973940-2026-03118,F,F,high,False
3008973940-2026-03119,F,F,medium,False
3008973940-2026-03120,F,F,medium,False
3008973940-2026-03123,F,F,high,False
3008973940-2026-03124,B,B,high,False
